shipment_id,order_id,supplier_id,warehouse_id,product_id,shipped_date,delivered_date,shipment_status,carrier,shipped_qty
SH00003947,O0006791,S0119,W02,P00358,2025-11-05,2025-11-28,delivered,USPS,16
SH00003948,O0016262,S0186,W05,P00059,2026-01-21,2026-02-10,delivered,USPS,6
SH00003949,O0010145,S0143,W06,P00646,2026-01-24,2026-02-23,delayed,XPO,19
SH00003950,O0003686,S0094,W05,P00744,2025-11-27,2025-12-09,delivered,XPO,9
SH00003951,O0017530,S0003,W08,P00797,2025-12-21,2026-01-06,delivered,FedEx,13
SH00003952,O0004641,S0079,W01,P00145,2025-08-30,,in_transit,DHL,20
SH00003953,O0013788,S0157,W01,P00548,2025-12-27,,in_transit,XPO,1
SH00003954,O0016440,S0140,W07,P00441,2025-08-28,2025-09-25,delivered,USPS,4
SH00003955,O0006446,S0138,W06,P00683,2025-10-25,2025-11-11,delayed,Maersk,5
SH00003956,O0008224,S0143,W01,P00794,2025-10-19,2025-11-15,delivered,USPS,3
SH00003957,O0010744,S0184,W05,P00415,2026-01-03,2026-01-13,delivered,XPO,16
SH00003958,O0007645,S0071,W01,P00270,2026-01-15,2026-01-30,delivered,UPS,6
SH00003959,O0010594,S0004,W03,P00579,2025-11-15,2025-12-12,delivered,Maersk,4
SH00003960,O0005252,S0139,W06,P00611,2025-09-07,2025-09-17,delivered,FedEx,21
SH00003961,O0009135,S0126,W07,P00102,2025-10-24,2025-11-10,delivered,UPS,17
SH00003962,O0003533,S0055,W01,P00654,2026-01-23,,in_transit,DHL,8
SH00003963,O0007852,S0191,W02,P00040,2025-11-05,2025-11-08,delivered,FedEx,18
SH00003964,O0018114,S0052,W03,P00470,2025-11-27,2025-12-17,delivered,FedEx,8
SH00003965,O0009789,S0194,W08,P00038,2025-12-01,2025-12-14,delivered,Maersk,12
SH00003966,O0009989,S0135,W02,P00419,2025-10-05,,in_transit,UPS,6
SH00003967,O0005703,S0174,W05,P00707,2025-11-07,2025-11-24,delivered,FedEx,4
SH00003968,O0007212,S0177,W01,P00103,2026-01-24,2026-01-31,delivered,UPS,8
SH00003969,O0001126,S0180,W08,P00695,2025-09-02,2025-09-18,delivered,USPS,14
SH00003970,O0018549,S0160,W08,P00013,2025-10-26,2025-11-20,delivered,Maersk,13
SH00003971,O0004642,S0099,W03,P00798,2025-09-13,,in_transit,XPO,3
SH00003972,O0002910,S0027,W07,P00765,2025-11-26,2025-12-28,delivered,Maersk,16
SH00003973,O0018368,S0002,W06,P00053,2025-12-29,2026-01-16,delayed,DHL,12
SH00003974,O0004516,S0167,W04,P00200,2025-11-27,2025-12-12,delivered,UPS,18
SH00003975,O0006487,S0021,W01,P00149,2025-09-22,2025-10-18,delivered,UPS,4
SH00003976,O0002610,S0129,W07,P00525,2025-09-09,2025-09-26,delivered,FedEx,5
SH00003977,O0015232,S0177,W08,P00220,2025-11-22,2025-11-26,delivered,XPO,13
SH00003978,O0004805,S0018,W03,P00352,2026-01-19,2026-02-03,delivered,XPO,7
SH00003979,O0014631,S0080,W07,P00431,2025-11-05,2025-11-15,delivered,UPS,15
SH00003980,O0014085,S0070,W01,P00397,2025-12-16,2025-12-27,delivered,Maersk,14
SH00003981,O0001161,S0148,W06,P00079,2025-10-08,2025-11-01,delivered,UPS,12
SH00003982,O0002924,S0043,W01,P00731,2025-10-18,2025-11-04,delivered,DHL,8
SH00003983,O0008680,S0143,W02,P00794,2026-01-14,2026-02-09,delivered,DHL,2
SH00003984,O0004311,S0090,W06,P00002,2025-09-15,2025-09-26,delivered,UPS,3
SH00003985,O0000975,S0166,W04,P00648,2025-12-10,2026-01-05,delivered,XPO,10
SH00003986,O0013500,S0028,W08,P00088,2026-02-11,2026-02-24,delivered,XPO,8
SH00003987,O0017079,S0185,W02,P00301,2025-10-01,2025-10-26,delivered,UPS,22
SH00003988,O0014496,S0179,W07,P00034,2026-01-27,2026-02-20,delivered,UPS,16
SH00003989,O0017734,S0013,W01,P00639,2025-10-10,,cancelled,FedEx,3
SH00003990,O0014732,S0096,W07,P00394,2025-09-01,,in_transit,USPS,20
SH00003991,O0017196,S0030,W08,P00163,2025-08-26,2025-09-13,delivered,FedEx,6
SH00003992,O0007523,S0083,W01,P00158,2025-11-05,2025-11-29,delivered,Maersk,13
SH00003993,O0015094,S0014,W06,P00650,2025-10-28,2025-11-07,delivered,USPS,15
SH00003994,O0017993,S0137,W08,P00085,2025-12-04,2025-12-14,delivered,DHL,5
SH00003995,O0004200,S0050,W03,P00378,2025-11-14,2025-12-07,delivered,USPS,8
SH00003996,O0004860,S0076,W02,P00238,2025-09-29,2025-10-23,delivered,FedEx,16
SH00003997,O0015837,S0077,W03,P00550,2026-02-06,2026-02-13,delivered,FedEx,11
SH00003998,O0018749,S0072,W07,P00155,2025-12-07,2025-12-26,delivered,USPS,21
SH00003999,O0018714,S0033,W08,P00486,2025-11-22,2025-12-03,delivered,XPO,4
SH00004000,O0001288,S0143,W02,P00523,2025-08-26,2025-09-13,delivered,USPS,8
SH00004001,O0011214,S0018,W05,P00086,2025-12-17,2026-01-06,delivered,DHL,17
SH00004002,O0007652,S0137,W07,P00659,2025-08-26,2025-09-03,delivered,DHL,14
SH00004003,O0015173,S0111,W07,P00440,2025-08-17,2025-09-10,delivered,DHL,7
SH00004004,O0001598,S0099,W04,P00453,2026-02-04,2026-02-10,delivered,XPO,15
SH00004005,O0010228,S0046,W08,P00685,2025-11-06,2025-11-19,delivered,USPS,4
SH00004006,O0019173,S0137,W03,P00622,2026-02-02,2026-02-16,delivered,DHL,2
SH00004007,O0011766,S0035,W01,P00593,2025-09-04,2025-09-26,delivered,UPS,10
SH00004008,O0015548,S0135,W06,P00674,2026-01-28,,in_transit,XPO,5
SH00004009,O0017707,S0074,W08,P00356,2025-09-12,2025-09-23,delivered,UPS,25
SH00004010,O0007341,S0131,W03,P00791,2026-01-24,2026-01-30,delivered,UPS,17
SH00004011,O0008452,S0102,W07,P00657,2026-01-24,2026-02-11,delivered,XPO,5
SH00004012,O0014595,S0169,W02,P00024,2025-11-04,2025-11-27,delayed,DHL,19
SH00004013,O0019633,S0090,W03,P00002,2025-09-14,,in_transit,Maersk,16
SH00004014,O0012467,S0171,W02,P00300,2025-11-06,2025-11-22,delivered,DHL,3
SH00004015,O0003124,S0195,W03,P00347,2025-11-01,2025-12-01,delivered,XPO,11
SH00004016,O0018183,S0099,W03,P00726,2026-01-26,2026-02-02,delivered,USPS,17
SH00004017,O0001655,S0087,W03,P00199,2026-01-07,2026-01-23,delivered,Maersk,12
SH00004018,O0007146,S0009,W02,P00258,2025-10-06,2025-10-27,delivered,XPO,9
SH00004019,O0018954,S0113,W06,P00630,2025-09-09,2025-09-18,delivered,FedEx,4
SH00004020,O0000871,S0048,W01,P00673,2025-09-28,2025-10-21,delivered,Maersk,20
SH00004021,O0007882,S0067,W05,P00660,2025-10-15,2025-10-29,delivered,FedEx,18
SH00004022,O0008453,S0103,W02,P00031,2025-11-18,2025-11-20,delivered,FedEx,15
SH00004023,O0018268,S0138,W01,P00055,2025-09-05,2025-09-11,delivered,XPO,8
SH00004024,O0011991,S0090,W01,P00002,2026-01-16,,in_transit,DHL,25
SH00004025,O0003574,S0148,W03,P00742,2025-09-21,2025-10-16,delivered,UPS,10
SH00004026,O0009170,S0080,W08,P00373,2025-09-03,,in_transit,USPS,1
SH00004027,O0015342,S0005,W07,P00703,2025-12-18,2026-01-11,delivered,DHL,8
SH00004028,O0008554,S0001,W03,P00416,2025-08-28,2025-09-19,delivered,UPS,11
SH00004029,O0018189,S0079,W07,P00106,2026-01-30,,in_transit,USPS,10
SH00004030,O0017866,S0096,W01,P00295,2025-09-28,2025-10-11,delivered,XPO,10
SH00004031,O0018908,S0117,W01,P00244,2025-08-20,2025-08-26,delivered,FedEx,3
SH00004032,O0008674,S0119,W06,P00390,2026-01-01,2026-01-24,delivered,Maersk,15
SH00004033,O0015894,S0059,W05,P00205,2025-10-07,2025-10-21,delivered,USPS,6
SH00004034,O0005101,S0057,W03,P00228,2025-11-04,2025-11-12,delivered,Maersk,11
SH00004035,O0009705,S0100,W04,P00420,2025-11-08,2025-11-24,delivered,DHL,19
SH00004036,O0015827,S0062,W03,P00135,2025-08-29,2025-09-03,delivered,XPO,8
SH00004037,O0006490,S0016,W04,P00262,2025-09-13,2025-09-22,delivered,XPO,18
SH00004038,O0007955,S0022,W05,P00101,2025-12-15,2025-12-31,delivered,USPS,6
SH00004039,O0016052,S0174,W07,P00547,2026-01-29,2026-02-10,delivered,USPS,17
SH00004040,O0007089,S0119,W05,P00349,2025-12-22,2026-01-16,delivered,DHL,10
SH00004041,O0018839,S0071,W05,P00270,2026-01-15,2026-01-31,delivered,Maersk,5
SH00004042,O0017844,S0100,W03,P00366,2025-09-13,2025-09-26,delivered,FedEx,14
SH00004043,O0018583,S0038,W08,P00210,2025-12-08,2025-12-28,delivered,FedEx,10
SH00004044,O0008400,S0148,W07,P00634,2025-11-24,2025-12-17,delivered,USPS,12
SH00004045,O0002342,S0137,W06,P00622,2025-08-22,2025-08-31,delivered,FedEx,14
SH00004046,O0015818,S0118,W08,P00281,2025-09-15,2025-10-07,delivered,UPS,3
SH00004047,O0007367,S0142,W04,P00774,2025-09-07,2025-09-15,delivered,XPO,18
SH00004048,O0009763,S0057,W02,P00228,2025-11-08,2025-11-19,delivered,DHL,12
SH00004049,O0001694,S0178,W06,P00047,2025-08-20,2025-09-16,delivered,Maersk,9
SH00004050,O0013604,S0088,W05,P00181,2025-10-07,2025-11-01,delivered,UPS,12
SH00004051,O0007655,S0020,W04,P00599,2025-08-30,,cancelled,UPS,17
SH00004052,O0003653,S0143,W01,P00794,2025-08-17,2025-09-07,delivered,DHL,13
SH00004053,O0001649,S0093,W03,P00733,2025-11-08,2025-12-05,delayed,USPS,7
SH00004054,O0015484,S0013,W04,P00504,2025-08-29,,in_transit,Maersk,11
SH00004055,O0008257,S0116,W02,P00464,2025-11-24,2025-12-02,delivered,XPO,16
SH00004056,O0014469,S0148,W07,P00634,2025-12-22,2026-01-16,delivered,USPS,8
SH00004057,O0016389,S0027,W03,P00722,2025-10-10,2025-11-04,delivered,FedEx,11
SH00004058,O0019442,S0106,W06,P00292,2025-08-26,2025-09-07,delivered,FedEx,5
SH00004059,O0002553,S0160,W05,P00167,2025-11-16,2025-12-14,delivered,Maersk,6
SH00004060,O0018793,S0135,W04,P00598,2026-01-06,,in_transit,Maersk,4
SH00004061,O0009010,S0090,W07,P00305,2025-09-18,2025-10-05,delivered,USPS,11
SH00004062,O0014481,S0074,W04,P00433,2025-10-19,2025-11-01,delivered,USPS,4
SH00004063,O0016266,S0060,W06,P00387,2025-10-23,2025-11-09,delivered,XPO,11
SH00004064,O0016121,S0099,W01,P00708,2025-09-23,2025-09-29,delivered,UPS,15
SH00004065,O0008423,S0145,W07,P00211,2026-01-12,2026-01-27,delivered,USPS,10
SH00004066,O0005698,S0192,W04,P00234,2025-12-03,2025-12-19,delivered,DHL,11
SH00004067,O0016853,S0185,W06,P00535,2025-10-27,2025-11-27,delivered,XPO,7
SH00004068,O0016457,S0084,W07,P00602,2025-10-06,2025-10-13,delivered,XPO,8
SH00004069,O0003484,S0074,W04,P00217,2025-12-23,2026-01-02,delivered,FedEx,15
SH00004070,O0009672,S0158,W08,P00626,2026-02-08,2026-03-07,delivered,UPS,11
SH00004071,O0012440,S0159,W07,P00492,2026-01-10,2026-02-12,delayed,UPS,5
SH00004072,O0008180,S0147,W03,P00601,2025-08-21,2025-09-06,delivered,XPO,27
SH00004073,O0013642,S0176,W01,P00140,2025-12-20,2026-01-09,delivered,FedEx,12
SH00004074,O0006021,S0028,W07,P00720,2026-01-27,2026-02-04,delivered,FedEx,15
SH00004075,O0015121,S0005,W01,P00682,2025-11-08,2025-11-30,delivered,FedEx,9
SH00004076,O0006800,S0170,W04,P00319,2025-09-09,2025-09-17,delivered,DHL,7
SH00004077,O0018101,S0122,W02,P00107,2026-01-21,2026-02-12,delivered,DHL,15
SH00004078,O0009223,S0138,W04,P00055,2025-08-18,2025-08-25,delivered,XPO,6
SH00004079,O0002184,S0023,W01,P00465,2025-10-29,2025-11-11,delivered,Maersk,13
SH00004080,O0013567,S0097,W05,P00616,2026-01-28,2026-02-01,delivered,XPO,6
SH00004081,O0000530,S0052,W04,P00430,2025-12-02,2025-12-24,delivered,DHL,15
SH00004082,O0004886,S0028,W04,P00246,2025-09-01,2025-09-13,delivered,XPO,15
SH00004083,O0005844,S0056,W07,P00678,2026-01-31,2026-02-05,delivered,Maersk,23
SH00004084,O0012253,S0018,W07,P00267,2025-11-27,2025-12-13,delivered,USPS,6
SH00004085,O0007875,S0021,W03,P00485,2025-08-26,2025-09-19,delivered,DHL,5
SH00004086,O0010528,S0145,W05,P00084,2025-12-07,2025-12-19,delivered,DHL,16
SH00004087,O0015888,S0064,W01,P00458,2025-11-23,,cancelled,XPO,2
SH00004088,O0000482,S0177,W02,P00220,2025-09-25,,cancelled,USPS,22
SH00004089,O0018713,S0191,W05,P00112,2025-12-28,2026-01-02,delivered,USPS,19
SH00004090,O0017580,S0128,W03,P00328,2025-12-15,2026-01-06,delivered,USPS,17
SH00004091,O0012970,S0081,W07,P00789,2026-01-18,,in_transit,XPO,6
SH00004092,O0018084,S0161,W03,P00638,2025-10-16,,in_transit,FedEx,6
SH00004093,O0016033,S0113,W07,P00630,2025-10-02,2025-10-03,delivered,DHL,2
SH00004094,O0003753,S0052,W06,P00463,2026-02-01,2026-02-25,delivered,Maersk,11
SH00004095,O0010977,S0147,W08,P00417,2025-09-23,2025-10-10,delivered,XPO,10
SH00004096,O0019663,S0197,W02,P00480,2025-09-01,2025-09-17,delayed,UPS,13
SH00004097,O0009606,S0057,W01,P00761,2025-11-11,,in_transit,DHL,11
SH00004098,O0016007,S0121,W05,P00405,2026-01-12,,in_transit,USPS,10
SH00004099,O0001072,S0138,W03,P00055,2025-11-14,2025-11-18,delivered,XPO,14
SH00004100,O0017675,S0102,W07,P00554,2025-10-23,,cancelled,DHL,9
SH00004101,O0004012,S0009,W06,P00138,2025-08-17,2025-09-09,delivered,USPS,11
SH00004102,O0003711,S0067,W07,P00660,2025-09-20,2025-10-10,delivered,FedEx,9
SH00004103,O0015601,S0016,W03,P00262,2025-10-02,2025-10-13,delivered,Maersk,21
SH00004104,O0006062,S0135,W02,P00674,2026-01-19,2026-02-10,delivered,XPO,7
SH00004105,O0005562,S0115,W07,P00586,2025-12-27,2026-01-05,delivered,Maersk,7
SH00004106,O0016428,S0020,W01,P00342,2026-02-02,2026-02-08,delivered,Maersk,11
SH00004107,O0012201,S0059,W08,P00667,2025-12-06,,cancelled,Maersk,8
SH00004108,O0016154,S0166,W05,P00175,2025-10-20,2025-11-12,delivered,FedEx,14
SH00004109,O0019536,S0081,W02,P00545,2025-09-07,2025-09-12,delivered,FedEx,10
SH00004110,O0010594,S0004,W03,P00579,2025-11-14,2025-12-12,delayed,Maersk,3
SH00004111,O0012966,S0107,W08,P00177,2025-09-22,2025-09-28,delivered,USPS,9
SH00004112,O0013129,S0133,W06,P00543,2025-12-30,2026-01-23,delayed,UPS,15
SH00004113,O0001405,S0127,W04,P00252,2025-10-26,2025-11-24,delivered,DHL,16
SH00004114,O0006009,S0124,W07,P00494,2025-12-30,2026-01-06,delivered,Maersk,27
SH00004115,O0014082,S0138,W02,P00683,2025-11-17,2025-12-04,delivered,UPS,11
SH00004116,O0001486,S0163,W03,P00249,2025-12-07,2025-12-11,delivered,DHL,10
SH00004117,O0017181,S0055,W01,P00377,2026-02-07,2026-02-14,delivered,XPO,11
SH00004118,O0011323,S0180,W04,P00139,2025-11-18,2025-12-02,delivered,USPS,7
SH00004119,O0012987,S0169,W06,P00680,2026-01-13,2026-02-03,delayed,FedEx,8
SH00004120,O0010873,S0137,W08,P00622,2025-12-19,2025-12-28,delivered,USPS,12
SH00004121,O0013751,S0024,W03,P00233,2025-09-27,2025-10-19,delivered,Maersk,11
SH00004122,O0010156,S0093,W02,P00260,2025-11-11,,in_transit,USPS,13
SH00004123,O0006074,S0001,W07,P00620,2025-12-02,,in_transit,XPO,7
SH00004124,O0005731,S0174,W06,P00322,2026-01-14,2026-01-27,delivered,DHL,14
SH00004125,O0011393,S0034,W06,P00235,2025-10-07,2025-11-01,delivered,DHL,15
SH00004126,O0017573,S0180,W08,P00695,2025-12-11,2025-12-22,delayed,UPS,6
SH00004127,O0006056,S0166,W08,P00648,2025-12-31,2026-01-24,delivered,XPO,13
SH00004128,O0011911,S0119,W01,P00497,2025-11-08,2025-12-01,delivered,USPS,6
SH00004129,O0019494,S0150,W02,P00753,2025-10-26,2025-10-31,delivered,UPS,19
SH00004130,O0013423,S0141,W06,P00020,2026-01-26,2026-02-18,delivered,XPO,7
SH00004131,O0015819,S0044,W04,P00336,2025-08-29,2025-09-05,delivered,Maersk,10
SH00004132,O0000873,S0114,W02,P00130,2025-12-17,2025-12-27,delivered,UPS,1
SH00004133,O0002709,S0139,W08,P00203,2025-09-07,2025-09-20,delivered,USPS,16
SH00004134,O0005672,S0041,W06,P00315,2026-01-13,,cancelled,DHL,5
SH00004135,O0002221,S0135,W08,P00674,2026-02-07,2026-02-23,delivered,USPS,9
SH00004136,O0002313,S0162,W04,P00776,2026-01-13,2026-01-23,delivered,FedEx,17
SH00004137,O0011762,S0137,W05,P00622,2025-12-24,2025-12-30,delivered,UPS,13
SH00004138,O0014121,S0072,W05,P00549,2026-01-17,2026-02-09,delivered,UPS,22
SH00004139,O0001116,S0028,W02,P00760,2026-01-13,2026-01-25,delivered,UPS,17
SH00004140,O0007237,S0043,W05,P00237,2025-10-04,2025-10-27,delivered,USPS,11
SH00004141,O0012055,S0177,W06,P00551,2026-01-22,2026-01-30,delivered,Maersk,9
SH00004142,O0005087,S0137,W05,P00681,2025-10-03,,in_transit,XPO,22
SH00004143,O0017951,S0137,W02,P00622,2025-12-28,2026-01-09,delivered,FedEx,13
SH00004144,O0008070,S0199,W02,P00129,2025-11-18,2025-12-03,delivered,USPS,16
SH00004145,O0005582,S0043,W02,P00483,2025-09-03,2025-09-15,delivered,UPS,7
SH00004146,O0005726,S0135,W05,P00323,2025-12-09,2026-01-07,delivered,USPS,8
SH00004147,O0003885,S0027,W05,P00082,2025-09-27,,in_transit,FedEx,3
SH00004148,O0019078,S0129,W04,P00148,2026-02-05,2026-02-21,delivered,FedEx,18
SH00004149,O0009861,S0172,W06,P00058,2025-12-03,2025-12-10,delayed,Maersk,20
SH00004150,O0001175,S0168,W03,P00197,2025-09-15,2025-10-08,delivered,DHL,14
SH00004151,O0014962,S0071,W08,P00270,2025-12-26,2026-01-07,delivered,DHL,11
SH00004152,O0011359,S0127,W06,P00572,2026-01-29,2026-02-28,delivered,USPS,11
SH00004153,O0010691,S0145,W06,P00489,2025-08-25,2025-09-10,delivered,DHL,3
SH00004154,O0019958,S0071,W05,P00624,2025-12-03,2025-12-18,delivered,DHL,9
SH00004155,O0015132,S0159,W06,P00687,2025-10-14,2025-11-15,delayed,DHL,6
SH00004156,O0015149,S0185,W06,P00301,2025-12-09,2026-01-04,delivered,FedEx,8
SH00004157,O0005816,S0178,W02,P00462,2025-12-15,2026-01-14,delivered,UPS,6
SH00004158,O0019383,S0069,W03,P00730,2025-12-30,2026-01-07,delivered,USPS,16
SH00004159,O0003746,S0077,W03,P00637,2026-01-05,2026-01-15,delayed,FedEx,5
SH00004160,O0013359,S0177,W06,P00709,2025-11-12,,in_transit,XPO,7
SH00004161,O0016902,S0034,W06,P00298,2025-11-19,2025-12-08,delivered,Maersk,9
SH00004162,O0012788,S0023,W01,P00465,2025-09-18,2025-10-04,delivered,DHL,24
SH00004163,O0017363,S0036,W05,P00632,2025-11-16,2025-12-09,delivered,XPO,14
SH00004164,O0012872,S0019,W06,P00218,2025-12-05,2025-12-21,delivered,XPO,20
SH00004165,O0002838,S0005,W03,P00408,2025-09-05,2025-09-27,delivered,FedEx,23
SH00004166,O0013453,S0036,W06,P00632,2025-11-11,2025-11-30,delivered,UPS,11
SH00004167,O0018851,S0123,W08,P00740,2025-12-26,,in_transit,DHL,11
SH00004168,O0016702,S0200,W02,P00452,2025-08-17,2025-09-08,delivered,XPO,15
SH00004169,O0010071,S0035,W01,P00593,2025-11-22,2025-12-21,delivered,FedEx,9
SH00004170,O0019190,S0004,W02,P00243,2025-12-24,2026-01-22,delivered,UPS,8
SH00004171,O0015750,S0096,W07,P00614,2025-10-03,2025-10-13,delivered,XPO,6
SH00004172,O0007836,S0071,W07,P00624,2025-11-11,,cancelled,FedEx,17
SH00004173,O0004038,S0159,W05,P00492,2025-10-19,2025-11-15,delivered,UPS,19
SH00004174,O0002465,S0094,W02,P00385,2025-12-02,2025-12-15,delivered,Maersk,13
SH00004175,O0011550,S0084,W08,P00065,2025-11-24,,in_transit,USPS,7
SH00004176,O0005230,S0161,W04,P00493,2026-01-26,2026-02-05,delivered,DHL,5
SH00004177,O0000665,S0057,W02,P00228,2026-01-14,2026-01-20,delivered,UPS,1
SH00004178,O0004858,S0046,W05,P00702,2025-11-01,2025-11-18,delivered,FedEx,15
SH00004179,O0009647,S0038,W01,P00537,2025-12-14,2026-01-05,delivered,USPS,6
SH00004180,O0004597,S0024,W06,P00025,2025-09-03,,in_transit,XPO,15
SH00004181,O0011841,S0072,W01,P00549,2025-10-22,2025-11-12,delivered,UPS,18
SH00004182,O0011086,S0046,W03,P00005,2026-02-07,2026-02-21,delivered,UPS,23
SH00004183,O0007019,S0181,W07,P00461,2025-10-08,2025-10-14,delivered,DHL,18
SH00004184,O0019155,S0094,W04,P00012,2026-01-12,2026-01-28,delivered,UPS,9
SH00004185,O0008575,S0169,W08,P00680,2025-11-23,2025-12-13,delivered,DHL,22
SH00004186,O0006753,S0118,W06,P00671,2025-10-18,2025-11-09,delayed,USPS,8
SH00004187,O0015524,S0160,W03,P00520,2025-10-09,2025-10-30,delivered,USPS,10
SH00004188,O0013198,S0067,W07,P00041,2026-01-29,,in_transit,USPS,15
SH00004189,O0003140,S0080,W03,P00373,2025-10-25,,in_transit,FedEx,16
SH00004190,O0008799,S0001,W06,P00182,2025-09-01,2025-09-23,delivered,USPS,9
SH00004191,O0000838,S0173,W08,P00201,2026-01-10,,in_transit,USPS,10
SH00004192,O0018943,S0169,W01,P00751,2025-12-05,2025-12-28,delivered,USPS,9
SH00004193,O0016699,S0128,W04,P00668,2025-10-17,2025-11-01,delivered,DHL,4
SH00004194,O0018084,S0161,W03,P00638,2025-10-15,2025-10-27,delivered,USPS,11
SH00004195,O0000183,S0043,W07,P00483,2025-11-02,2025-11-20,delivered,DHL,3
SH00004196,O0006361,S0129,W01,P00525,2026-01-26,2026-02-20,delayed,USPS,12
SH00004197,O0002092,S0127,W06,P00252,2025-10-03,2025-11-01,delivered,DHL,6
SH00004198,O0004562,S0109,W05,P00108,2025-12-18,2026-01-03,delivered,XPO,14
SH00004199,O0018599,S0105,W05,P00799,2025-08-21,2025-08-28,delivered,DHL,10
SH00004200,O0010876,S0039,W03,P00184,2025-10-25,2025-11-20,delivered,DHL,18
SH00004201,O0009261,S0151,W07,P00274,2025-10-11,2025-10-30,delivered,UPS,7
SH00004202,O0019350,S0183,W03,P00395,2026-02-07,2026-02-13,delivered,Maersk,14
SH00004203,O0008827,S0162,W04,P00776,2025-11-05,2025-11-14,delivered,UPS,12
SH00004204,O0019516,S0148,W01,P00079,2026-01-16,2026-02-11,delivered,USPS,9
SH00004205,O0005655,S0158,W07,P00357,2026-01-04,,in_transit,DHL,6
SH00004206,O0005470,S0119,W01,P00390,2025-12-09,2025-12-31,delivered,Maersk,5
SH00004207,O0002100,S0128,W06,P00328,2025-12-06,,in_transit,UPS,9
SH00004208,O0006495,S0028,W04,P00088,2025-10-22,2025-11-07,delivered,UPS,1
SH00004209,O0007040,S0016,W07,P00589,2025-12-21,2025-12-29,delivered,XPO,11
SH00004210,O0012244,S0015,W02,P00605,2025-10-15,2025-10-28,delivered,UPS,3
SH00004211,O0014761,S0175,W02,P00746,2025-08-27,2025-09-13,delivered,XPO,9
SH00004212,O0002296,S0043,W08,P00731,2025-10-11,2025-10-28,delivered,FedEx,7
SH00004213,O0010493,S0180,W03,P00755,2025-12-14,2025-12-29,delivered,FedEx,25
SH00004214,O0010097,S0140,W04,P00261,2025-11-12,2025-12-03,delivered,XPO,13
SH00004215,O0003272,S0148,W03,P00792,2026-01-31,2026-02-21,delivered,USPS,15
SH00004216,O0013978,S0139,W07,P00611,2025-10-02,,in_transit,XPO,13
SH00004217,O0008523,S0087,W07,P00437,2025-09-11,2025-09-29,delivered,UPS,13
SH00004218,O0018766,S0013,W01,P00504,2025-11-26,2025-12-01,delivered,UPS,25
SH00004219,O0003775,S0106,W01,P00292,2025-09-20,2025-10-06,delivered,DHL,19
SH00004220,O0009292,S0072,W06,P00095,2025-09-17,,cancelled,USPS,12
SH00004221,O0003456,S0109,W05,P00142,2025-09-02,2025-09-19,delivered,Maersk,25
SH00004222,O0016481,S0002,W08,P00053,2025-09-16,2025-09-30,delivered,DHL,9
SH00004223,O0016277,S0004,W05,P00087,2025-09-20,2025-10-17,delivered,UPS,10
SH00004224,O0015224,S0081,W01,P00294,2025-08-18,2025-08-23,delivered,UPS,18
SH00004225,O0018198,S0160,W01,P00520,2025-08-24,,in_transit,FedEx,9
SH00004226,O0019709,S0115,W07,P00615,2025-12-31,2026-01-09,delivered,Maersk,12
SH00004227,O0003296,S0021,W02,P00490,2025-09-21,2025-10-12,delivered,USPS,1
SH00004228,O0017743,S0158,W03,P00626,2026-01-18,,in_transit,FedEx,13
SH00004229,O0000202,S0091,W02,P00109,2026-01-14,,cancelled,UPS,10
SH00004230,O0010519,S0030,W07,P00790,2025-11-09,,in_transit,Maersk,1
SH00004231,O0012552,S0180,W05,P00695,2025-08-18,,in_transit,USPS,26
SH00004232,O0001718,S0107,W03,P00533,2025-11-16,2025-11-22,delivered,DHL,13
SH00004233,O0015669,S0148,W04,P00634,2026-02-02,2026-02-26,delivered,UPS,17
SH00004234,O0015747,S0138,W04,P00558,2025-11-01,2025-11-09,delivered,Maersk,10
SH00004235,O0014335,S0033,W06,P00060,2025-11-30,2025-12-12,delivered,Maersk,12
SH00004236,O0016795,S0117,W02,P00606,2025-11-29,2025-12-08,delivered,XPO,10
SH00004237,O0018048,S0035,W07,P00428,2025-11-08,2025-12-01,delivered,DHL,16
SH00004238,O0005908,S0087,W01,P00097,2025-11-14,2025-12-04,delivered,UPS,15
SH00004239,O0011383,S0162,W03,P00776,2025-12-11,2025-12-21,delivered,XPO,11
SH00004240,O0004867,S0095,W03,P00649,2026-01-25,2026-01-30,delivered,FedEx,21
SH00004241,O0005810,S0170,W02,P00381,2026-01-30,2026-02-02,delivered,Maersk,20
